DP04_0001E,DP03_0120PE,DP05_0001E,DP03_0119PE,zip code tabulation area
1048,21.2,2096,11,77426
83,0,173,8.8,77464
10352,6.9,32257,4.6,77493
36981,2.2,114989,2.6,77494
978,10.1,1819,5.2,77872
4583,16.4,8304,13.5,77964
175,25,303,9.1,77970
183,14.8,355,8.8,77974
272,7.9,601,13,77977
2159,13,4028,6.4,77984
98,14.8,395,10.7,77991
295,51,451,21.1,77994
4466,5.2,12119,3.4,76054
1719,9.2,5211,8,76059
247,2.5,587,3.6,76660
4551,27.1,11096,15.5,76667
10396,22,27467,14.5,76708
80,-666666666,64,0,76848
377,100,263,31,76854
132,0,100,0,76869
150,55.2,230,25.8,76870
616,7.6,896,5.2,76872
11816,22.4,24118,10.7,76048
734,8.3,1273,4.2,76933
10,-666666666,7,-666666666,76949
12822,15.8,32005,10.4,76040
221,-666666666,342,64.4,76077
739,14.8,1753,13,76093
7497,50.2,18327,36.8,76104
11061,3.6,23512,3.1,76109
11129,20.2,31860,14.6,76117
9058,24.4,26484,17.4,76134
21131,9.9,60061,7.1,76137
20710,5.8,60286,4.2,76179
15531,13.9,36964,7.9,76180
11918,28.3,27419,13.9,76240
1657,6.1,4130,2.8,76272
1506,18.2,4508,11.8,76071
7343,43.2,21822,32.2,76105
11362,25.3,31825,18.5,76110
7310,26.2,22320,17.8,76111
19092,25,41743,17.6,76112
5869,10.7,16300,6.3,76118
8269,16.3,22093,10,76205
5031,13.8,9762,9,76230
620,15.5,1214,10.5,76239
1399,6.6,2068,7.7,76245
693,15.1,1166,13.9,76432
217,0,348,0,76460
3778,66.5,7538,49.5,76704
1227,9.9,2817,4.6,76682
5599,25.6,10474,10.9,76692
15114,24.5,38597,16.2,76706
2419,14.5,4578,11.4,76821
11,-666666666,11,-666666666,76824
340,8.3,687,5.4,76832
190,0,266,0,76842
884,12.7,1544,5.9,76853
1605,7,1596,8.3,76857
74,-666666666,36,0,76873
12675,20.9,30552,10.4,76901
15246,4.9,35697,2.7,76904
4779,12.5,12769,10.1,76905
1321,16.4,3769,10.6,76932
2312,17.6,5849,10.4,76559
41,0,104,0,76565
7091,10.7,19026,6.3,76574
337,34.6,558,17.4,76637
619,18.1,1253,5.9,76653
1263,27.9,2523,16.2,76665
596,20.2,1598,9.2,76670
476,44.8,1063,27.6,76690
793,18.6,1629,12.9,76693
12154,27.7,31230,17.2,76705
273,0,189,0,76862
608,10.6,700,6.1,76871
478,0,1100,3.1,76890
61,0,96,0,76930
14,-666666666,30,0,76937
78,-666666666,115,-666666666,76940
103,0,146,0,76958
3035,49.3,5547,22.1,76448
95,-666666666,100,0,76953
2111,10.6,3764,5,76457
147,43.6,237,27.3,76436
35,0,108,0,76452
1173,14.7,1940,7.1,76471
1321,17.7,3201,12.9,76487
1180,9.6,2944,6.2,76524
10264,33.1,18198,22,76541
845,13.9,2139,8.2,76554
660,16.4,1372,6.9,76556
122,-666666666,110,37.1,76887
440,26.9,1160,12.1,76934
2110,9.2,3883,5.9,76950
464,20.7,1059,10.6,76561
245,9.8,318,4.3,76491
10471,32.4,23666,19.7,76504
845,22,2037,12.3,76530
525,11.4,1192,13.2,76626
3338,11.9,10168,11.1,76078
10859,32.9,40014,25.1,76106
133,36.4,196,12.8,76474
697,17.9,1065,12.3,76483
72,0,79,0,76490
2206,14.1,5184,9.8,76557
1662,17,4732,9.7,76579
24558,25.5,50640,14.9,76116
13587,21.5,27058,11.6,76132
1214,8.9,3035,5.1,76225
1377,6.5,3327,3.7,76233
3142,0,8550,4.1,76249
106,0,294,0,76253
3036,20.7,5444,11.6,76255
5737,7.4,15695,3.4,76266
930,17.1,1834,6.9,76270
693,11.3,1741,7.3,76271
1003,20.4,2047,15.3,76351
5712,16,12021,10.5,76354
799,29,1376,12.6,76371
432,20.2,793,16.2,76377
5929,19.2,12289,12.4,76384
584,5.5,1413,4.4,76389
774,20.9,1732,14,76632
1963,0,5286,5.1,76633
657,15.7,1404,11.6,76636
771,37,1688,19,76641
378,18.9,635,10.1,76649
1522,23,3762,12.5,76664
1511,22.7,3415,13.3,76431
779,3.4,1517,2.9,76433
3281,13.8,6798,10.9,76825
66,-666666666,25,0,76841
2054,21.9,3706,11.2,76844
154,-666666666,0,-666666666,76874
304,0,522,4.8,76875
975,33.7,1857,15.7,76878
709,0,1912,2.8,76935
741,21,1360,9.6,76941
63,0,180,0,76955
25584,5.9,69413,4.1,76028
8657,2.7,25100,2.4,76226
10818,5.4,32000,3.4,76227
7093,16,16253,10.3,76015
9050,3.2,26001,3,76034
2498,11.2,6241,8.7,76050
11845,17,30939,10.1,76053
6887,17.6,18535,10.6,76058
19155,12.1,49857,8.3,76542
1422,20.5,3681,11.9,76527
1926,7.1,5631,4.3,76537
3546,8.3,8566,4.7,76539
5769,11.8,12905,9.3,76550
155,0,292,0,76566
4263,12.8,9170,10.9,76567
1351,4.9,3052,7.5,76577
545,0,1066,5.5,76622
1172,24.6,1627,13.1,76629
4501,20.6,10459,13.1,76645
1217,32.9,1898,13.3,76687
14642,20.6,41139,15.2,77471
216,0,226,64.7,77483
10147,34.4,23875,20.6,77504
7438,6.3,24954,4.3,77545
12201,9.4,29602,6.3,77566
6839,15.8,16640,8.9,77575
6703,4.7,20310,3.6,77578
3541,3.7,8633,3.9,77611
136,-666666666,34,0,77617
548,0,1292,3.3,77622
181,0,330,0,77655
15197,15.8,42787,12.9,77338
16920,10.7,41205,6.7,77339
1890,17.8,5960,12.7,77362
1391,27.2,1551,6.8,77364
12025,13.1,34781,9.1,77365
3122,16.5,7910,12.3,77371
29776,3.2,88344,2.4,77429
357,18.2,632,13.9,77444
15,-666666666,15,-666666666,77454
48,-666666666,42,0,77468
37,0,90,0,77473
575,24.4,889,9,77475
12362,12.2,36548,6.8,77489
0,-666666666,0,-666666666,77507
18160,17.4,46869,10.9,77511
2072,6.7,5429,4.4,77517
11134,12.3,34291,9.2,77535
17761,16.3,44041,12.1,77539
10074,17.1,21861,11.9,77551
10069,6.5,8769,3.2,77554
381,0,610,8.6,77560
3943,14,10380,10,77562
12835,34.8,31498,20.3,77590
636,8.7,1205,7.3,77660
6703,2.5,13469,4.4,77713
4031,15.8,11119,12.8,77807
1905,8,2317,4,77835
416,10.8,700,6.3,77857
926,0,1197,8.6,77880
1173,14.6,2398,6.3,77861
5449,29.1,17028,16.8,77868
94,0,85,0,77876
5890,10.9,14645,6.1,77905
108,-666666666,56,-666666666,77960
2749,17.7,5712,11.3,77963
385,0,757,0,77978
8455,10.7,21612,6.6,77657
5360,22.2,12918,14.8,77708
12284,18.1,29737,11.2,77833
24711,4.7,63078,5.2,77845
36374,9.2,122814,6.7,77449
26154,4.6,73683,4.1,77450
681,25.3,1588,21.1,77456
22608,1.9,69546,2.5,77459
89,28.6,187,15.8,77476
3509,18.4,8178,11.7,77480
9072,5,24022,4.1,77505
12225,11.8,32554,7.7,77515
517,0,1129,0,77519
7126,20.4,16141,14.6,77531
985,2.6,2303,3,77534
11644,12.3,33015,7.9,77536
395,14.1,1030,10.8,77538
18663,6.4,53320,4.2,77546
5062,19.9,10680,12,77563
17999,4.8,49612,4.1,77581
10164,10.8,36903,8.8,77583
5075,21.9,17040,16.8,77587
516,76,563,20.8,77616
412,12.5,619,2.5,77624
8413,32.6,15796,20,77640
11335,12.4,26077,8.9,77662
2880,4.5,6236,10,77665
1387,15.9,2762,13.8,77702
12548,28.8,40251,16.4,77705
13928,6.5,29792,5,77706
11661,14.9,26128,9.6,77802
5606,12.2,11913,6.2,77836
3007,9.2,5348,6.5,77856
3260,21,5582,10.9,77879
239,0,303,0,77961
1399,20.3,3704,16.3,77962
1305,8,3198,5.2,77968
563,7.6,1013,5.1,77971
1656,25,971,12.6,77982
8478,22.8,29178,19.9,77086
13456,6.7,30785,4.8,77304
4592,31,13245,21.2,77306
4376,14.5,7699,8.8,77331
6907,45.8,17803,34.5,77011
7042,28.8,19468,21.4,77012
6548,34.8,20706,23.6,77013
10929,3,28552,2,77005
21794,3.5,37492,3.2,77007
11145,21.7,32720,16.6,77017
12044,12.1,21319,7.1,77019
11622,19.1,24685,9.2,76710
973,17.5,2499,11.5,76656
3779,26.3,9772,18,76711
1209,0.9,2834,2.4,76252
819,3,1508,1.5,76264
382,32.6,675,22.2,76681
7320,31.9,15644,21.7,75961
3388,28.6,5997,16,75972
588,10.6,1770,11.7,75558
6891,30.7,16855,19.2,75751
1615,9.1,1682,16.9,75929
3317,26.8,6060,22.5,75148
19798,32.3,41072,21.2,75231
260,0,724,6,75448
156,32.6,533,22.6,75493
1969,2.6,4585,1.8,75640
1472,4.2,3223,5.1,75770
7620,24.3,22337,17.7,75134
1946,27.1,4674,18.3,75226
1710,23.7,3965,14.7,75969
2232,17.2,6333,10.6,75125
6202,3.6,23370,3.3,75094
19191,29.7,58995,22.2,75227
1166,14.4,2879,7.6,75414
3276,3.5,6506,1.5,75440
1706,21.7,2809,11.5,75938
1427,12.4,4878,7.5,75851
3721,20.7,7501,13.4,75949
100,60,115,9.7,73731
1754,8.5,3521,6,73737
99,41.7,233,6.1,73757
116,0,93,7.1,73758
6940,17.8,15529,9.2,73801
208,11.4,345,4.6,73838
299,13.2,549,4.6,73842
131,35.3,242,23.5,73937
94,0,158,0,73744
374,12.8,414,3.8,73749
590,19.8,820,15.2,73755
194,0,349,0,73756
858,10.1,1565,6,73759
163,26.1,235,7.8,73835
350,19.7,739,6.9,73840
65,37.5,86,20.7,73855
341,4.1,681,2.9,73857
98,32.3,185,16.9,73901
1148,16.4,2304,11,73932
1249,10.4,2884,6.9,73945
18814,18.2,42656,12.1,73071
18971,12.2,46675,7.8,73072
207,7,473,4.2,73073
3150,27.2,6878,16.6,73084
23919,7,68676,4.9,73099
5551,50.3,15156,38.6,73108
19628,12.1,35771,7.9,73120
15867,19.5,35952,12.5,73401
46,0,105,0,73437
1917,18.3,3480,9.9,73438
1069,21.6,2113,17.5,73456
350,30.9,578,18,73537
796,25.9,1436,12,73645
643,12.3,1512,7,73552
79,37.5,133,22.2,73556
307,38.2,588,18.8,73639
273,13.8,497,5.4,73716
3247,12.5,7031,7.8,73717
55,14.3,79,9.1,73719
5358,27.6,12683,16.7,73106
5971,42.7,11368,25.5,73111
8655,45.4,18312,28.7,73114
11309,39.3,32119,30.4,73119
11202,39.7,25134,27.1,73127
1745,2.6,3823,2.6,73131
8036,26.7,17563,18.2,73139
576,1.7,3277,1.2,73145
13121,14.6,33816,10.5,73159
12506,8.6,29747,3.9,73162
14599,4.8,37699,3.6,73170
777,9.6,1336,7.4,73430
2657,14.2,6295,8.5,73448
398,18.9,895,9.5,73458
1069,27.8,2385,13.6,73526
1945,2.3,5284,2.6,73527
125,0,185,8.5,73539
1084,20.5,2714,9,73541
466,19.8,906,11,73002
644,14.3,1308,9.8,73009
908,11.1,1911,6.5,73095
317,20,785,8.1,73024
545,15.3,1116,11.2,73042
3416,4.3,8404,2.8,73065
8258,26.9,23144,21.4,73109
9479,22.3,21032,12.1,73115
12273,24.1,28199,14.3,73132
2204,28.7,5082,21.3,73149
609,6.7,1861,3.9,73151
2369,5.4,6720,3.2,73165
48,-666666666,40,66.7,73425
507,11.5,1141,6.1,73432
1297,15.4,3002,9.1,73433
98,0,118,0,73444
20071,7.6,52254,4.8,73013
777,26.1,1568,17,73017
162,9.5,241,6.2,73021
200,16,326,9.8,73011
8970,6.6,23966,4.4,73020
4865,7.1,11293,5.2,73045
2011,12,5135,8.5,73047
198,5.3,346,2.9,73056
1023,4,2336,3.1,73067
1636,19,3178,14.2,73006
1157,19,2349,9,73007
7336,9,19735,5.7,73010
1488,40.6,3011,23.7,73015
174,40.9,484,25,73033
3404,11.7,10399,8.9,73051
322,15.9,757,15.6,73053
703,20.2,1659,13.9,73061
173,63.2,330,24.5,73066
4412,12.8,8687,9.7,73086
4967,10.1,12458,7.6,73068
11628,14.1,24416,8.6,73069
261,0,495,2.2,73079
412,27.6,973,16.2,73092
92,-666666666,167,0,73097
5089,11.2,9205,5.9,73116
7317,44.8,19764,34.5,73129
8663,10.3,20604,6.6,73130
1785,9.7,4770,4.8,73150
1101,5.6,3014,3.4,73173
1867,0.4,5299,0.4,73179
495,28.9,1063,10.5,73459
22098,18.1,48713,11.4,73505
246,18.2,586,11.7,73540
2347,23.1,4501,18.3,73542
633,38.1,1036,17.8,73546
294,16.7,301,6.7,73548
30,0,71,0,73553
373,27.6,839,17.3,73560
325,6.7,585,5.8,73562
675,31.7,1060,18.5,73568
533,29.7,1183,21,74552
486,27.3,497,14.4,74557
232,14.3,410,11,74558
80,-666666666,96,0,74567
181,5.6,341,2.4,74633
479,21,637,8.3,74641
10596,22.4,25267,14.3,74701
1916,11.2,4800,6.2,74730
622,31.9,1111,16.8,74570
289,12.9,723,8.9,74472
1883,17.6,3269,11.6,74435
2237,21.1,5718,13.9,74436
72,0,85,0,74459
108,17.4,191,10.5,74521
141,5.1,266,2.4,74522
100,0,194,0,74528
559,26.8,1039,17.4,74531
385,31,846,19.7,74533
966,21.5,1557,13.8,74536
405,38.3,712,21.9,74546
1773,31.4,3486,19.2,74571
5750,13.3,12597,6.9,74604
489,19,798,10.2,74652
901,0,1438,0,74731
214,0,253,0,74754
712,34.8,1556,22.2,74766
103,44.4,241,18.2,74830
353,27,902,17.1,74832
94,38.7,211,52.5,74836
61,0,128,0,74842
660,17.6,1406,15.4,74852
2211,13.6,5149,6.1,74864
745,12.9,1791,11,74865
1014,29.8,1958,19.7,74880
2419,35.6,5492,27.6,74937
753,16.1,1846,7.5,74450
170,29.3,386,15.7,74452
4463,26.2,9492,16.4,74525
276,76.9,463,32.9,74457
113,30,2145,28.6,74463
378,36.6,889,20.8,74431
53,50,101,26.3,74535
61,42.9,74,18.8,74549
959,21.9,1738,13.7,74554
403,8.3,735,9.1,74555
355,16.9,1288,9.1,74569
624,34.5,1264,21.3,74574
994,26.8,1706,14.8,74637
417,39.1,654,16.3,74650
1167,18.8,2345,12.1,74726
534,26.1,1157,16.6,74734
317,32.4,686,23.1,74738
1028,12.5,2483,8.3,74871
341,12.4,706,7.4,74565
74,0,84,0,74576
121,36.7,218,25.9,74577
12530,23,24891,14.6,74075
825,20.9,1823,12.5,74081
14169,19,25046,10.2,74105
6143,47.5,14812,38.1,74110
1250,16.1,2708,7.4,74131
6847,18.3,16254,11.8,74134
6493,26.2,7218,13.4,74331
216,27,312,18.6,74349
893,21.6,2047,15.2,74369
7840,32,16391,20.8,74447
246,21.3,471,12.1,74720
145,61,318,36.1,74750
433,26.4,707,15.6,74756
4441,9.3,11999,6.9,74033
161,0,352,0,74045
2884,10,7317,8.4,74047
1171,18.4,2961,13.5,74080
460,13.2,1029,8.4,74083
180,20,306,12.9,74001
10784,5.7,28808,4.4,74008
1825,18.7,3771,12.4,74030
993,10.7,2146,7.1,74032
74,46.2,122,17.6,74034
207,24.4,402,15.5,74042
3256,18.8,7354,12.6,74044
2815,21.6,5152,14.6,74056
869,4.1,2025,4.2,74061
490,7,1016,5.1,74062
2985,39.6,7612,24.6,74108
9412,36.7,23347,27.1,74115
12376,14.9,28375,8.7,74017
411,23.1,860,14.4,74026
764,20.4,1708,9.6,74028
8094,8.7,16175,5,74114
4784,38.3,10472,26,74126
3886,8.7,9252,5.9,74132
3386,26,7911,13.4,74848
3775,13.1,10783,8.2,74851
2172,12.6,4720,8.3,74855
1189,22.9,2223,13.3,74085
379,0,2134,0,74103
3056,18.1,3157,5.7,74119
2236,31.1,4913,19.3,74337
299,15,526,13.3,74084
2895,18.5,4988,13.2,74120
7816,30,15724,18.9,74127
8466,20.8,18580,11.3,74145
475,50,748,20.6,74350
14099,22,30573,13.8,74403
2031,21.4,4717,13.8,74421
561,30.6,1307,17,74428
1407,10.4,3294,5.1,74454
2232,28,3093,18.1,74455
4407,22.6,7495,13.6,74462
13196,19.7,31404,13.4,74464
1045,23.1,1953,12.3,74002
23918,9.1,62429,6,74012
3575,14,7371,9.6,74020
831,8.5,1864,8.5,74022
480,13.4,1060,10.9,74027
13474,11.1,31703,7.1,74063
2321,11.6,5459,8.1,74073
2038,14.6,4248,8.4,74079
9083,34.2,19734,20.5,74107
3700,26,7479,15.6,74346
5104,19.7,13005,14.1,74128
2467,50,3089,27.3,74342
1357,21.5,3067,12.7,74343
115,34.4,245,20,74358
1157,25.6,2879,15.8,74363
1718,25.5,3594,15.1,74370
7975,32.8,15972,20.7,74401
5653,9.4,15208,5.5,74429
2426,22,5855,17.1,74441
214,45.1,462,18.3,74446
100,0,186,0,74456
7485,22.8,15147,14.6,74467
124,31.3,316,23.6,74468
12978,19.6,28016,12,74501
90,0,159,0,74530
100,40,159,25,74534
215,0,388,5.8,74543
538,9.3,917,4,74562
147,0,319,5.8,74640
5445,28,11342,19.9,74728
1273,15.9,2925,12.3,74729
8409,11.3,20867,7.6,74804
385,6.4,722,16.8,74831
840,22.2,2003,15.3,74840
84,12,200,18.5,74935
492,23.6,1090,15.5,74936
165,22.9,297,13.1,74949
6923,29,14194,17.8,74003
3814,19.4,8834,10.3,74015
2379,20.1,4971,13.8,74029
1756,30.8,4223,18.7,74035
913,18,2027,10.7,74051
1942,27.3,3946,16.1,74058
2393,22.9,5664,16.6,74059
8023,24.9,19467,14.7,74129
13603,15.1,32812,11.6,74074
6289,25.2,11454,16.6,74104
976,38,2030,21.8,74130
15845,25.9,31835,14.9,74136
847,21.4,1548,12.4,74366
36,0,90,8,74368
63,40,134,36.1,74438
452,30.3,736,18.9,74867
894,19.9,2261,18.8,74930
11910,12.7,27191,6.7,74006
4770,29.4,10669,15.6,74010
15030,8,40100,4.5,74014
2657,25.7,5697,14.8,74016
959,17.1,2123,10.4,74038
17616,6.4,45378,4.3,74055
256,31.5,450,18.1,74060
51,0,14,0,74068
836,7.7,1803,8.9,74072
985,16,1963,9.7,74563
451,13.5,997,4.6,74741
4575,29.9,9499,18.7,74745
686,31.1,1454,21.8,74759
582,24.3,1445,15.3,74824
188,35.7,351,10.6,74827
392,34.8,777,24.2,74839
865,23.2,1983,13.8,74854
2932,32.7,6032,18.6,74859
1540,15.6,3263,10.6,74872
2176,14.4,5282,13.5,74881
1217,24.3,2453,14.3,74883
556,25.8,1165,14.7,74931
266,26.9,474,12.6,74963
1825,7.5,4539,5,74053
13533,17.6,33041,11.5,74066
10423,21.2,20892,12.3,74112
18,-666666666,24,0,74117
2970,25.4,6022,16.1,74523
1675,20.9,3437,12.4,74547
638,24.5,1249,13,74553
1170,16.1,2885,13.3,74940
192,44.9,447,26.8,74945
59,75,136,45.5,74946
2579,37.2,4490,24.9,74962
2205,34.4,5055,23.7,74965
14363,4.5,27872,3,75230
7393,20.7,19447,16.1,75236
14176,14,26511,8.5,75252
7159,27,23894,21.3,75253
30860,13.7,54882,10.3,75287
4923,6.5,15379,5.8,75409
632,39.5,1278,13.9,75411
1344,18.9,3103,11.8,75416
80,0,122,0,75441
1511,31.9,3398,20,75446
483,5,1256,5.5,75447
4881,17.3,11611,8.5,75462
156,55.6,276,9.4,75469
1469,7.8,3672,6.4,75473
512,45.6,790,15.7,75550
784,7.1,1819,5.5,75479
999,1.8,2099,8.5,75486
1581,16.1,3812,10,75496
464,25,857,13.9,75560
865,27.5,1704,11.7,75574
1365,15.2,3151,10.1,75631
2321,12.7,4619,7.6,75966
1167,20.3,2421,11.7,75643
1202,13.3,2148,10.3,75681
1808,15.1,3873,10.2,75683
1953,14.4,3587,9.4,75691
3959,17,11265,10.2,75785
4817,19.2,13305,10.7,75791
2123,25.8,3144,15.6,75833
5896,46.2,11105,23.1,75835
1040,24.2,9153,11.2,75861
1891,29.2,4083,24,75925
527,9.2,1095,8.3,75936
672,13.6,1344,10.4,75943
71,-666666666,109,0,75788
402,35.5,577,16.9,75838
1071,27.2,1856,12.9,75847
701,20.8,4462,15.6,75852
6546,24.4,10044,13.8,75862
659,24.2,1103,12.8,75926
2321,24.8,4912,14.3,75939
1636,17.1,3543,12.4,75946
979,46.9,1846,25,75968
13324,4.4,37080,3.1,75077
1386,7.3,3350,6.8,75569
54,0,103,0,75573
78,0,98,0,75856
18690,3.8,42876,3.4,75024
16393,2.2,46782,1.9,75028
10592,4.9,19297,2.6,75039
10064,29.5,32257,19.3,75041
22220,14,61440,9.4,75043
23225,6.1,59211,4.5,75056
4384,19.9,7847,10.9,75076
17045,17.4,48629,11.8,75062
14886,21.9,37834,13.1,75069
18051,6.2,56764,4.7,75098
86,0,190,0,75105
1266,35.6,5880,24.7,75141
2800,18.6,7052,11.3,75147
13386,9.2,39949,7.4,75154
1505,26.4,3859,13,75158
5138,34.2,15128,24.2,75223
9854,2.1,21296,2,75225
11870,12.3,31790,7.4,75229
8745,18.1,19141,10.8,75235
11734,33.5,30682,23.2,75241
6624,3.6,13701,1.7,75244
110,0,190,0,75415
266,42.6,492,28.2,75421
1435,5.6,2878,3.3,75453
6626,23.9,14744,14.8,75474
499,26.3,1204,16.6,75477
1882,21.3,4173,12.8,75572
194,22.6,394,18.2,75492
2260,24.2,5099,14.2,75561
122,15.4,173,22.6,75565
13288,13.1,30011,8.6,75605
1569,35.5,2821,15.7,75639
7332,31,18056,20.2,75670
2923,18,7607,11.4,75684
1964,17.7,4747,7.6,75692
2837,18.8,8417,18,75708
1497,6,3483,1.9,75750
45,0,46,11.1,75759
1681,17.1,3172,13.2,75778
23375,2.5,69802,2.1,75035
13605,16.4,30153,11.4,75038
13870,21.5,41479,16.8,75051
14672,19.7,48664,13.5,75060
1936,31.5,3703,23.4,75975
12066,22.5,31134,14.3,75901
693,42.7,1212,14.9,75928
5453,30.8,6269,17.4,75948
1537,27.5,2698,17.3,75954
419,72.9,712,45.1,75960
591,14.2,1177,5.5,75102
8969,3.6,23579,2.2,75082
20397,4.9,47411,4.3,75093
6101,7.4,14458,5.8,75103
7010,28.1,20044,17.2,75116
1778,11.9,3776,7.7,75117
13953,6.8,44740,5.6,75126
596,0,1705,0,75132
7169,15,19586,9.9,75137
18893,22.4,54979,15.3,75149
23147,16,62452,11.1,75150
1781,55.3,2059,17.5,75202
10636,2.3,24879,2,75205
17855,9,33906,5.5,75214
1944,44.2,2414,25.5,75251
2547,8.7,5726,6.7,75410
579,9,1271,6.6,75435
536,0,1361,1.5,75437
3801,0.7,11662,0.4,75167
7006,19.3,23711,16.7,75180
7435,35,17301,26.1,75203
7561,10,14188,4,75209
7926,41.7,16681,26.5,75215
11250,9.3,21576,5.5,75218
28120,25.6,73606,18,75228
12959,9.9,33737,6.3,75234
9328,39.1,20773,32.4,75237
240,-666666666,730,0,75247
7412,31.2,18869,19.4,75401
7232,14.4,17516,9.7,75402
5862,11.1,16582,7.8,75407
5711,15.8,14376,7.7,75418
1042,23.7,2424,17,75431
119,100,141,46.5,75450
709,10.8,1135,8.7,75451
1689,13.5,4312,9,75452
5052,31.3,10679,14.7,75551
478,42.6,1488,24.3,75471
433,15.3,1122,9.7,75489
3117,7.9,8564,6.6,75495
117,-666666666,177,0,75562
4455,12.9,9704,8.4,78957
2889,6.1,5239,5.4,78962
72,0,206,0,78075
299,0,408,1.7,78117
4669,1.4,13078,3,78121
19528,17.4,48863,9,78155
31020,7.8,89830,5.7,78660
10890,3.5,20890,2.3,78703
4619,33,12492,23.7,78721
6256,0.7,13867,1.1,78726
10658,18.1,21480,12,78728
3504,3.3,9047,3.9,78736
12394,4.6,30847,3.7,78750
21610,26.9,59085,17.8,78753
538,42.9,1052,24.5,78827
1890,33.7,3675,11.3,78832
3057,47.2,9223,26.7,78839
4831,6.7,13965,6.5,78861
189,0,387,0,78938
163,0,283,0,78943
5456,10.7,10463,6.7,78945
452,0,1247,0,78963
2033,29.3,7329,19.4,78002
18847,3.5,54651,2.8,80016
109,8.5,336,8.5,80024
146,0,365,0,80025
6634,19.3,16607,13.7,80030
11220,5.6,30718,3.7,80104
1719,0,5026,2.1,80136
549,22.3,1123,14.5,80105
13600,5,32864,3.7,80111
20178,5.5,46586,3.5,80123
15910,3.1,43801,2.3,80126
1084,20.9,2558,10.9,80133
235,36.4,679,15.8,80736
2053,16.1,5112,8.3,80807
664,4.8,779,5.5,80819
334,1,750,3.4,80832
13337,15.4,28897,8.6,80907
12201,6.8,35170,5.6,80911
709,7.6,1938,4.5,80926
11740,7,24631,6.4,80303
552,17.7,781,7.4,80427
709,100,187,40.9,80432
2737,3.9,2323,1.4,80442
893,4.5,1232,3.8,80444
544,0,1347,0,80454
431,0,438,0,80455
1524,-666666666,715,0,80456
139,0,372,0,80457
194,0,178,4.1,80476
53,-666666666,5,-666666666,80479
3372,0,991,10.1,80482
356,14.9,748,7.7,80483
22556,5.1,54286,3.6,80525
12646,7.8,18001,4.7,80487
5325,12.7,7911,6.3,80498
1649,0,1708,4.9,80512
19416,9.7,46346,6.7,80526
1271,2.4,2613,4.9,80535
18912,9.8,43637,5.4,80537
20055,9.8,48260,5.3,80538
12869,14.3,39816,8.9,80601
372,3.1,1154,3.8,80611
1468,8.8,3842,6.8,80642
215,0,330,0,80652
242,4.7,460,2.9,80727
474,13.8,1156,13.5,80728
559,13,1043,12.6,80743
62,0,120,0,80801
107,0,322,0,80802
757,14.3,1185,7.5,80809
128,0,269,6.3,80812
2231,30.7,3426,10.2,80814
141,0,196,13.1,80822
3083,6,5794,3.3,80829
126,0,181,7.4,80830
13044,32.9,30196,22.6,80910
11367,3.5,29117,1.9,80005
18971,11,39243,6.3,80014
981,14.2,2967,12.3,80019
19852,4.6,49657,2.7,80020
14187,4.5,33081,2.6,80112
16837,4.9,44851,2.7,80127
7454,4.4,20843,2.4,80132
10998,11.7,13756,8.9,80202
14937,10.2,36969,6.4,80003
19788,20.3,53032,12.7,80012
4475,30.8,13118,19.6,80216
11363,14.6,23044,8,80222
8061,17.7,20650,11.9,80223
11236,10.6,28254,5.3,80234
3822,14.3,8742,8,80235
12426,18.8,47489,13.8,80239
0,-666666666,0,-666666666,80294
7940,6.9,7561,4,80435
1328,7.1,2145,8.9,80467
207,0,366,0,80469
712,0,323,3.7,80510
9177,3,26323,2.6,80516
87,0,140,0,80929
8574,8.4,19415,4.6,80215
1508,9.3,4014,4.6,80116
14377,7,31830,5.3,80120
15525,22,34381,14.5,80205
22344,23.8,69190,18.2,80219
17150,11.5,35999,8,80220
14627,6.2,34109,3.7,80228
4441,8.5,9349,5.8,80230
6686,16.2,18795,12.3,80236
11263,4.4,20982,2.3,80237
11834,3.9,33431,2.8,80241
9825,9.5,30625,6.7,80249
11841,6.7,27038,5.3,80304
12527,26.1,34538,17.6,80260
0,-666666666,0,-666666666,80264
0,-666666666,0,-666666666,80293
585,0,610,1.1,80860
8335,9.7,21325,7.7,80915
13323,10.1,31541,5.7,80917
508,16,1390,14.8,80928
8456,9,18266,5.8,80002
15406,8.7,37042,4,80004
14888,14.8,50392,10.9,80022
12557,9.6,29576,6,80026
12368,12.8,25323,7.1,80033
756,4.6,2221,3.3,80547
221,-666666666,179,0,80425
2070,6,3739,4,80466
15315,15.1,35753,8.1,80524
2924,4.1,7982,2,80615
4472,4.5,12732,4.8,80621
348,0,951,3.5,80623
301,29.3,669,11.9,80729
53,0,112,5,80740
16205,12.5,36199,6.7,80906
8452,6,23618,4.3,80921
761,2.3,1995,1.5,80930
