DP04_0001E,DP03_0120PE,DP05_0001E,DP03_0119PE,zip code tabulation area
794,24.9,1908,14.5,72327
27,100,50,100,72332
7137,34,19017,20.4,72335
246,56,462,50.5,72359
3070,31.1,5718,23.1,72360
5846,17.8,13130,14,72396
11024,7.5,26394,5.5,72404
46,38.9,94,42.9,72424
27,0,67,0,72428
1432,18.9,3003,13.5,72433
29,-666666666,52,0,72038
960,27.7,2499,19.2,72039
7748,10.3,17389,5.9,72210
5706,7.5,11877,4.6,72227
1032,20.6,2201,8,72324
99,0,222,0,72340
4177,41.7,8106,30.7,72390
404,14,698,10.3,72003
1512,49.4,2609,27.6,72006
2729,9.2,7128,9.3,72736
171,0,365,12.6,72538
523,0,688,5.5,72537
520,11.8,1175,2,72136
961,36.6,1304,25.3,72857
230,100,335,26.7,72950
803,35.5,1332,23.1,72626
193,-666666666,122,0,72686
20545,6.5,53959,5.6,72712
365,27.3,784,20,72717
3624,7.1,8116,3.7,72730
7546,29.2,19689,20.1,72801
27,-666666666,45,0,72828
3389,20.8,7445,11.9,72837
237,0,304,0,72839
12528,28,26143,15.9,72903
3592,5.2,8127,2.7,72916
6022,17.6,14868,10.1,72936
394,7.5,644,3.8,72347
575,3.4,1201,2.8,72938
2164,14.9,5400,11.1,72941
3534,8.2,9368,5.5,72753
1639,48.1,2513,25.2,72348
23378,29.9,79010,21.4,75211
10437,13.5,25702,11.8,75662
14227,23,35549,13.8,75701
2392,10.9,5004,9.5,75709
2402,11.6,5303,7,75755
7948,3.2,25034,2.7,75048
20155,4.7,61043,3.9,75068
36491,3.5,98219,3,75070
12232,4.6,33638,3.4,75087
11041,12.6,24575,8.1,75092
19666,13.1,52833,8.4,75115
640,29.5,1740,18.3,75127
6351,21.7,19059,15.4,75142
926,25.7,2815,14.5,75155
281,16.7,643,10.6,75164
9492,14.8,15000,8.6,75001
14375,3,40675,2.9,75013
8087,4.2,25640,2.7,75022
38051,3.1,102646,3.1,75034
19412,12.5,63153,8.3,75040
16349,19.3,42916,12.2,75050
31067,8.3,95516,6.2,75052
18791,22,54862,16,75061
16719,5.3,38952,6,75063
7458,2.1,23580,2.1,75078
15875,9.9,39309,5.5,75081
10002,21.1,28319,13.2,75119
2161,8.8,4003,4.7,75124
7214,14.7,18986,11.1,75146
1276,35.6,4294,22.9,75172
8242,6.2,28882,4.1,75181
23526,15,38375,8.1,75206
19911,7.9,54701,5.1,75007
3963,7,11941,4.5,75009
10209,14.5,22487,9.8,75020
26962,11.2,67487,7.4,75067
20240,9.6,51710,6.7,75080
9330,35.7,24580,21.1,75090
16737,12.1,49341,8.2,75104
11663,24.2,29213,16.8,75110
2759,20.1,7290,13.1,75140
144,0,397,0,75153
5546,15.8,19469,10,75159
2316,8.5,7005,7.8,75161
1318,0,4297,0,75166
6324,19,13793,10.6,75169
9234,3.2,27179,4.4,75189
1697,0,7813,3.8,75207
11648,19.5,29720,11.2,75208
16888,23.5,23419,8.1,75219
11755,33.6,31941,23.8,75232
5461,26.9,16092,19.5,75233
17631,5.9,36829,5,75248
0,-666666666,0,-666666666,75270
1557,38.4,3509,20.8,75432
402,16.2,567,7.5,75412
404,6.3,981,2.2,75420
1282,14.9,3103,8.1,75424
3722,14.8,9681,7.7,75442
524,56.5,1080,31.3,72350
9,-666666666,9,-666666666,72377
432,47.4,785,25.6,72384
24488,27.4,58553,18.8,72401
166,36.5,353,23.3,72414
2731,9.2,5344,4.7,72416
91,82.8,328,75,72427
1772,24.7,3645,12.1,72126
208,34.3,429,23.9,72123
2659,19.7,4739,9.7,72131
238,83.3,119,33.3,72166
744,14,1502,7.1,72167
5698,5.1,10198,2.9,72207
11008,9,22269,5,72211
9956,9.4,23574,6.2,72223
10822,33.1,24477,22.7,72301
230,0,339,1.1,72429
48,12.5,76,25,72441
2050,32.1,4355,19.1,72442
1425,19.2,3203,14.6,72443
929,9.1,2065,5.2,72447
92,0,184,3.6,72457
123,5.9,209,14.8,72470
566,20.8,1131,20.1,72471
266,4.5,415,3.1,72536
1886,28.9,3231,11.2,72556
292,28.6,596,27.3,72566
165,35.4,391,28.2,72569
137,0,307,0,72571
96,0,119,0,72572
109,0,250,0,72573
382,7.3,814,6.3,72577
279,0,438,9.2,72624
1541,28.6,2935,12.7,72641
2397,16,4005,10.8,72650
971,35.3,1615,15.4,72658
239,20.4,508,11.8,72660
49,0,53,0,72669
202,61.1,389,35.7,72677
5679,5.7,12954,3.3,72714
1055,0.6,3038,0.3,72718
2329,3,5659,11.2,72727
17697,18.1,41494,11.8,72756
2627,6.1,5726,6.1,72774
6318,24,15539,15.9,72830
381,5.5,843,2.1,72047
2150,44.9,3803,20.8,72021
356,8.6,837,2.9,72025
599,72.7,699,24.3,72036
753,0,670,2.8,72044
82,0,113,0,72048
88,0,119,0,72061
154,35.6,411,21.4,72068
16733,19.2,38595,12.5,72076
4431,37.4,10966,21.4,72112
910,51.8,2010,41.4,72082
9870,27,23580,17.4,72104
2354,18.4,5643,11.6,72106
1509,12.9,4295,6.9,72011
11273,30.2,23191,18.1,75460
184,80,434,40.7,75470
555,0,1162,2.3,75476
10687,24.8,25003,14.5,75482
15698,12.5,41901,9.1,75044
2892,2.7,9583,1.7,75454
10553,24.6,28460,17.2,75455
423,12.2,949,7.8,75478
195,23.5,366,11.7,75481
373,14,566,12,75488
4464,18.9,9489,11.1,75494
1913,24.3,3368,13.5,75497
1040,8.6,2077,9.7,75554
482,32.3,1321,19,75556
485,23.5,730,10.6,75566
2014,6.1,5275,4.8,75567
66,0,133,0,75641
1960,15,4204,9.5,75656
530,18.8,1142,16.6,75667
7159,12,15970,8.7,75672
9194,39.2,27766,27.4,75702
2866,13,6304,10.6,75754
2969,17.3,6463,10.4,75763
18621,17.9,51136,10.8,75006
16546,3.5,42597,2.2,75019
3647,14.5,8950,10.4,75021
19435,3.6,53688,3.3,75025
11434,7.3,32317,4.4,75032
5670,20.9,14111,13.3,75057
944,2.5,2564,1.7,75058
4734,2.8,12389,4,75065
5274,25.2,12719,17.4,75647
2668,24,5168,12.2,75559
2262,30.9,4709,10.7,75563
1592,14.9,2178,12,75630
18201,16.2,51147,10.5,75074
9552,7.6,26234,3.6,75088
11200,7.5,34374,5.5,75089
217,8,615,10.7,75101
9082,23.8,25317,15.5,75160
11090,27.3,15891,4.9,75201
3439,43.6,8578,35,75210
8352,33.3,26320,29.8,75212
11263,26.9,28537,19.9,75240
31202,30.8,67848,20.7,75243
1518,48,2357,23.3,75246
5205,16.3,16482,11.4,75249
123,39.6,246,31.7,75413
1266,24.2,2628,15.7,75417
1284,15,2801,6.3,75423
2823,46,4625,19.3,75426
1041,14.6,2159,7.3,75436
428,9,1087,6.4,75439
3508,6.6,6464,4.5,75457
12117,27.5,39178,19.4,75042
23015,6.5,70597,4.7,75002
11971,6.9,28974,6.4,75010
18853,6.1,50061,3.6,75023
15132,8.5,36917,5.9,75075
15016,11.9,37819,7.8,72023
421,34.2,631,17.8,72030
3812,29.3,7198,14.8,72031
1453,14.6,2894,9,72040
5231,17.5,12846,11.1,72103
131,0,170,4.5,72107
344,28.6,677,15.2,72001
7282,8.6,17042,4.5,72022
1640,8.2,3592,5.7,72024
245,0,304,0,72026
796,29.9,1352,21.1,72041
1983,32.2,4165,16.4,72046
546,1.7,905,0.7,72055
939,38.4,2144,21.6,72063
205,0,459,4.2,72072
306,54.3,760,25.1,72079
107,48.7,240,43.5,72085
818,5.6,2103,4.2,72087
1417,12.6,2946,7.2,72101
14107,14.4,33310,7.9,72120
1696,32.8,3272,19.1,72121
226,0,521,0,72122
122,60.7,218,37.1,72139
250,87.5,308,28.6,72152
222,0,395,0,72156
44,0,120,0,72165
3474,10,9104,5.8,72173
5236,5,12766,3.6,72212
91,0,1590,0,72320
50,-666666666,93,0,72328
800,17.5,1581,12.5,72419
101,0,188,0,72426
1572,11.9,3556,10.7,72437
125,0,168,0,72555
908,36,2109,27,72583
111,-666666666,75,36.4,72587
434,0,1054,0,72623
305,14.3,495,5.2,72394
636,8.3,1532,8.6,72415
205,38.8,417,20,72431
2868,19,6693,11.1,72432
398,32.1,897,14.4,72436
37,0,75,0,72445
312,3.4,444,5,72456
724,32.9,1380,17.1,72459
791,35.9,1612,20.2,72466
1191,23,1282,10.6,72530
102,20,217,5.8,72540
2809,14.2,3712,10.2,72542
562,56.7,1020,27.3,72004
85,100,133,29.7,72005
36,45.5,51,33.3,72014
11595,10.3,29822,7.2,72015
14344,19.4,33539,12.1,72032
1191,16.4,3381,12.3,72102
2423,22.2,5117,14.8,72042
405,31.1,850,9.8,72051
3321,10,7157,7,72081
5209,20.9,11472,12.9,72110
2158,5,6392,3.3,75114
2472,9.5,7725,8.3,75135
7463,18.3,14304,13.2,75143
1650,41.3,3265,19.3,75144
1722,15.6,5097,8.9,75152
1727,16.6,2851,6.8,75163
16483,14.8,43498,9.2,75165
1625,12.4,4131,6.6,75173
1886,0,6218,0.7,75182
20195,36.1,30797,14.6,75204
20863,37.4,54150,28,75216
25849,36.9,86896,26.4,75217
16095,23.1,43088,16.3,75220
11952,30.2,37280,22.3,75224
13814,15.5,33220,10.9,75238
1253,27.5,3301,11.5,75422
4593,36.4,10951,23.4,75428
1240,12.2,2614,9.4,75433
8455,32,22159,21.9,75602
12605,20.8,31011,12.4,75604
6251,16.7,13553,9.9,75633
1996,13.2,4362,9.8,73030
7680,17.1,20920,11.7,73036
224,15.8,353,9.5,73041
2381,11.8,5858,7.5,73049
853,16.1,1296,13,73062
3860,16.1,9436,12,73080
615,28.6,998,22.2,73565
85,0,124,0,73571
312,1.1,609,8.3,73647
625,8.3,827,9.4,73655
108,0,226,11.8,73666
350,0,526,4.1,73667
10081,27.3,23646,18.9,73701
226,0,499,2,73722
292,3.3,495,1.3,73726
133,15.4,335,12.4,73733
340,12.1,1712,6.7,73741
1753,16.6,4384,13.3,73742
1504,9.8,3997,5.6,73772
846,6.5,1513,4.4,73834
674,0,1384,0.8,73859
238,12.8,416,11.5,73931
370,40.7,756,13.7,73938
641,26,1709,17.2,73939
247,14.5,531,11,73944
876,27.7,1523,10.7,73949
73,-666666666,160,0,73555
187,19.7,445,9.4,73736
176,63.2,475,40.3,73747
512,17.3,1095,10.7,73074
3353,10.4,6808,6,73077
4570,2.7,12689,2.4,73089
5773,18.2,13684,11.8,73096
5733,19.3,12789,13.8,73122
1348,0,4996,15.7,73102
15391,25.9,33383,16.9,73110
1485,22.3,3558,8.3,73121
6320,23.8,7610,12.8,73439
6049,29.1,14393,17.8,72117
9960,29,21184,18.2,72118
337,22,903,21.9,72128
1179,12.5,2589,12.6,72137
1441,43.5,2371,19.6,72153
286,46.2,2475,23.4,72168
75,9.1,134,2.6,72169
161,30.4,291,15.1,72175
197,13.5,478,12.1,72330
1477,26.3,3104,18.5,72331
136,66.7,203,12.9,72341
2769,44.3,4966,28.6,72342
352,57.6,564,31.3,72346
3151,14.6,4814,7.4,72529
163,28.6,166,8.5,72453
4101,27.3,9092,15.6,72472
2859,23.8,6607,14.9,72476
1385,50.7,2493,22,72512
79,0,192,0,72539
6601,18,12076,9.5,72543
785,17.4,624,13.3,72544
126,21.9,321,17.1,72567
690,12.6,1158,10.8,72568
1210,10.5,2097,9.2,72619
1206,29.3,2006,25.9,72645
366,0,657,0,72648
204,-666666666,140,0,72666
161,0,595,24.7,72682
632,12.1,1246,6.3,72685
4208,9.2,12144,6.8,72719
2744,7.8,4515,4.5,72732
267,0,645,3.6,72739
354,8.2,660,17.6,72742
2670,10.4,7218,7.3,72751
19314,22.8,56445,16,72764
1816,22.5,4216,12.5,72833
978,15.8,2181,9.3,72840
676,13.5,1313,10.8,72842
1848,35.7,4455,23.4,72846
8757,37.8,22438,25,72904
318,51.3,612,24.5,72926
238,27.6,474,24.4,72935
1856,4,3702,4.8,72946
327,0,262,0,72948
75,50,133,18.4,72322
60,58.6,193,28.3,72329
1146,13.9,2285,10.2,72355
3618,40.7,7744,27.1,72370
596,26.9,918,19,72373
883,35.7,2048,21.4,72386
2780,21.7,3709,6.4,72631
2980,9.3,7295,6.9,72007
6797,9.2,17343,7,72002
6740,9.9,16878,8.3,72058
4134,20.1,10253,12.3,72086
2959,18,2642,11,72067
1051,63.9,1968,32.3,72070
118,0,120,2.7,72074
0,-666666666,664,-666666666,72099
1669,18.5,3885,12.8,73443
582,24,1344,13.3,73450
277,20.3,673,14.5,73455
375,22.6,784,15.5,73461
454,24,1010,24.1,73481
91,11.1,164,4.8,73520
212,0,485,8.1,73531
237,29.2,539,19.1,73559
357,30.8,473,10.7,73564
906,26.7,1862,15.4,73566
430,24.4,846,13.7,73654
101,0,222,0,73658
536,14.8,1114,7.2,73664
288,4.2,602,4.8,73718
754,17.9,1173,12.7,73724
349,37.9,753,16,73730
519,8.4,1060,6.9,73754
586,6.8,1302,5.2,73766
846,15.4,2040,10.7,73773
173,11.1,258,7.2,73844
4838,21,13454,12.7,73942
342,6.1,369,10.8,73947
4197,16.7,10338,9.8,73026
1645,28.2,3651,17.5,73028
17496,10.5,44647,5,73034
2956,10.6,6673,6.8,73052
101,16.7,193,7.8,73058
259,20,623,13.4,73063
8396,6.4,23526,3.8,73064
1277,15.3,3135,10.4,73082
1482,57.4,2287,25.1,73104
7371,9.4,14087,5.2,73118
1938,5.9,4757,3,73128
3575,0,5573,6.3,73134
9162,20.6,22790,15.7,73135
1195,13.9,2600,5.6,73141
23834,8.6,59401,5.7,73160
289,25.8,642,17.6,73434
204,0,284,0,73440
201,8.2,413,7.5,73442
574,22,1319,14.1,73447
2293,25.6,4609,16.6,73460
104,55.6,156,22.6,73487
8799,24.2,20617,16.4,73501
9786,18.8,20676,13.9,73521
239,12.2,445,7.5,73530
152,21.4,241,8.2,73544
773,33.1,2331,17,73547
39,100,66,28.6,73551
238,10,394,1.8,73557
1693,19,3633,13.6,73572
611,3.9,1582,7.3,73620
659,8.3,1666,6,73768
1068,27.1,2408,14,73848
9265,21.6,23525,12.1,73044
9568,16.3,24147,9.5,73003
650,6,1210,9.9,73027
105,93.5,155,48.5,73043
1141,8.8,2438,9.4,73048
532,43.6,1111,16.4,72129
21,0,52,0,72553
377,12.7,791,4.8,72561
439,26.6,685,8.5,72565
602,27.3,1470,17.7,72579
123,100,59,18.2,72617
308,0,597,1.6,72060
199,0,210,2.1,72134
12130,10.7,23242,6.1,72205
377,40,731,25.5,72374
2651,25.6,4937,14.5,72454
143,13.7,311,14.5,72440
175,0,292,16.8,72517
109,66.7,195,14.9,72841
113,47.6,226,33.8,72945
1402,20,3541,12.6,72722
11517,17.1,25716,9.3,72113
8,-666666666,8,-666666666,72181
11223,32.7,21875,19,72315
2099,28.5,3915,10.1,72576
349,0,236,9.2,72668
623,2.5,974,1.5,72768
159,51.1,298,28,72449
320,11.5,760,10.5,72928
1061,30.5,2475,16,72354
256,11.9,492,9.2,72412
10307,7.2,25948,5.2,72019
20666,14.5,50137,11.5,72034
0,-666666666,1671,-666666666,72035
22,-666666666,35,0,72037
97,-666666666,21,-666666666,72059
0,-666666666,0,-666666666,72119
0,-666666666,0,-666666666,72149
28,41.7,69,26.3,72325
117,0,243,0,72546
23,-666666666,6,-666666666,72636
73,-666666666,87,0,72670
1554,43.1,2409,32.9,72554
5084,23.7,8979,14.8,72560
43,0,81,0,72578
221,-666666666,316,19.6,72584
4578,9.8,11237,6.9,72616
508,4.5,914,4.6,72628
352,100,381,30.6,72629
157,13,253,14.8,72630
2282,24.9,4338,12,72634
449,49.5,826,30.4,72639
14805,15,27981,8.9,72653
524,0,576,6.5,72661
16,-666666666,31,0,72679
109,0,323,26.3,72683
11149,6.2,26832,4.4,72704
184,0,378,11.3,72721
2288,25.6,5917,17.5,72744
14990,8.8,39960,6.1,72762
126,100,316,62.3,72747
297,0,366,10.2,72752
15675,7.5,40770,5.8,72758
8789,14.2,21761,7.7,72802
340,21.1,540,12.5,73569
4218,14.3,10238,9.6,73601
903,15.3,2335,12.9,73624
282,14.1,599,7,73641
13131,9.8,30331,6.2,73703
92,0,203,0,73727
191,0,350,2.3,73761
293,16.7,386,14.4,73771
550,5.5,1061,4.9,73832
501,21.3,859,10.2,73843
1024,13.7,2351,7.6,73852
285,15.6,657,6.3,73853
911,26.9,1554,15.5,73858
816,18.9,1518,9.7,73860
4048,31.7,9585,21.5,73005
8689,17.5,20240,10.5,73008
726,16.7,1937,10.5,73014
686,6,1714,4.5,73016
9279,21.2,20214,13,73018
121,0,214,0,73032
959,17.3,1821,12.1,73040
1090,20.6,2282,12.8,73057
141,2.9,227,1.8,73622
558,18.5,1032,16.9,73626
108,0,204,15.3,73638
129,0,135,0,73642
243,33.3,342,12.2,73660
188,8.2,403,4.2,73661
588,28.3,1384,15.3,73663
166,7.4,236,4,73673
1025,9.7,1969,7.6,73728
298,35.4,694,13.2,73735
52,0,119,0,73743
7,0,29,57.1,73746
2973,9.7,7485,6.2,73750
10835,24,22480,13.8,73507
264,20,559,21.7,73528
290,11.1,469,7.5,73532
13165,16.6,27582,11.3,73533
711,11.4,1529,7.7,73543
352,19.4,652,11.2,73567
587,22.3,1083,14.6,73570
1252,32.4,2479,18.7,73573
233,1.4,465,8.5,73627
6695,9.9,14668,5.8,73644
128,9.5,220,3.3,73659
264,7.3,535,8.2,73729
753,29.7,1655,16.6,73628
1762,20.5,3337,13.1,73632
294,35,439,12.2,73646
2142,36.5,3968,21.8,73651
2470,23.9,6447,14,73662
867,18.6,1750,14,73669
405,21.5,817,10.4,73734
895,21.8,2142,9.8,73762
576,7.7,1201,8.7,73738
187,4.7,414,3.7,73753
181,28.6,341,15.7,73760
955,19.5,1589,9.3,73763
102,0,166,25,72827
4429,15,10642,9.9,72834
497,9.4,1018,3.2,72845
255,0,611,5.9,72860
10418,27.6,20985,19.2,72901
5816,12.4,14292,9.3,72921
2122,52.2,4857,21.4,72923
1137,10.6,2881,7,72940
5322,10.2,13073,7.3,72012
1274,4.5,3076,1.2,72016
420,49,540,17.8,72017
649,13.5,1404,11.2,72027
1042,37.1,1908,20,72029
2256,4.6,5205,3.9,72065
584,0,1085,4.4,72073
252,0,368,11.5,72080
612,14.5,1335,9,72084
1166,8.2,2459,4.5,72135
572,13.8,1362,6.7,72157
113,45.5,230,20,72170
153,14.6,370,17.8,72179
13905,41.6,32016,27.2,72209
78,40,117,31.9,72311
2162,14.9,5024,7.8,72417
2512,37.4,4549,23.3,72422
5705,18.2,12279,10.7,72455
232,37.5,353,21,72462
219,-666666666,370,17.9,72478
943,34.8,1106,18.5,72482
19,-666666666,0,-666666666,72515
7,-666666666,7,-666666666,72528
888,15.1,1037,6,72531
632,18.5,1550,10.3,72534
2650,19.8,4272,10.6,72632
3112,15.8,7202,12.4,72638
1490,18,2843,10.5,72662
153,0,196,0,72663
153,37.1,282,42.4,72672
3397,25.9,6460,16.8,72687
15691,19.7,32352,15.3,72703
7870,2.6,15919,1.5,72715
3218,20.6,8469,13.1,72734
1079,16.6,2478,25.2,72738
29,0,122,0,72749
195,0,297,0,72760
8387,24.2,22337,14.7,72761
505,0,1257,0,72773
373,25.9,554,5,72776
2719,24.7,6003,13.1,72823
15,50,46,20,72826
78,0,110,0,72838
381,0,630,0,72851
148,-666666666,115,0,72852
1023,41.4,1771,22.3,72853
2295,11.5,5828,6.7,72933
564,28.9,1562,18.1,72865
6096,14.6,13698,9.8,72908
3674,24.8,8338,14.6,72927
496,1.4,778,7.4,72934
109,0,144,0,73764
1012,12.4,1504,7.7,73933
608,3.1,1408,3.5,73950
486,21,1117,10.1,73951
1189,29.6,1924,17.4,73038
1055,4.1,3054,3.7,73093
110,46.2,165,25,73441
350,43.2,733,24.5,73491
478,37.9,1128,18.4,73650
104,0,146,7.9,73720
1800,13.4,10882,10.2,73503
1770,20.5,3326,14.8,73554
420,18.4,653,12.1,73625
221,18.8,316,7.1,73739
66,0,150,2.4,73851
65,-666666666,56,60.9,73946
13204,2.4,37639,1.9,73012
0,-666666666,0,-666666666,73019
4150,1.2,13019,1.1,73025
0,-666666666,330,-666666666,73705
224,31.1,1329,15.8,73841
4420,18.2,10034,10.9,73055
3461,2.6,10718,2.5,73078
5334,22,13387,12.4,75644
3721,10.2,9493,7.4,75650
4556,25.8,7722,14,75657
2091,19.9,2917,15.4,75661
1163,11.7,2285,10.2,75668
318,0,489,14,75669
2511,23,7122,14,75693
18659,10.8,41842,6,75703
1237,4.6,3555,11.9,75705
6183,15.6,14157,7.9,75707
4170,23.6,8119,11,75758
1656,18.4,3685,12.1,75472
2132,14.3,4913,9.3,75491
15203,31,35834,20.3,75501
1444,10.7,2971,11.2,75571
2888,10.1,5954,9,75603
5344,17.7,16946,11.5,75652
5886,20.3,13132,13.6,75686
3577,18.2,9505,14.2,75706
11378,25.5,27008,16.6,75766
3190,18.2,7972,9.6,75789
1743,16.1,3137,11.5,75845
385,6,674,10.6,75850
1651,29.5,2968,12.2,75855
1154,50.5,2026,32.8,75930
834,30,1265,12.2,75944
8017,28.9,19717,20.1,75964
309,0,395,4.7,75977
2009,33.2,2472,17.4,75980
70,20,166,7.4,75764
3237,12.4,6627,8.5,75840
145,0,204,0,75934
393,33.3,538,10.7,75853
1324,0,1815,22.3,75859
542,45,1469,24.8,75933
3128,29.2,8826,19.8,75941
3944,17.6,11024,12.2,75570
6962,14,16144,9.9,75601
2665,30,5777,14.5,75638
987,17.6,1870,8.2,75651
5277,12.1,12450,8.9,75654
3621,36.8,10352,25.8,75704
1732,8.9,4611,5.5,75756
4978,9.9,12408,5.7,75757
1234,11.3,2392,11.8,75760
4208,19,7292,8.6,75765
8489,18.8,20488,9.6,75771
5950,18.4,13640,9.9,75773
1701,10.1,4154,8.1,75790
2695,17.6,5494,10.5,75831
2472,19.4,5330,11.4,75839
60,50,122,41.9,75848
42,40,78,14.8,75849
22,-666666666,0,-666666666,75858
14292,20.6,34059,14.7,75904
1256,23.6,1691,6.9,75932
434,20,925,9.7,75937
3725,25.9,8510,15.3,75956
1787,31.5,2657,21.4,75973
774,18.9,1351,18.4,75449
1339,13.6,1857,3.9,75480
2087,13.7,5285,9.7,75459
391,0,797,0,75468
61,50,148,13.9,75475
801,26.7,1987,14.1,75487
1042,11.7,2518,7.2,75490
11047,16.9,25710,10.3,75503
920,35,1672,18.8,75555
1731,20.1,3663,9.6,74966
1062,12.6,2852,8.7,74041
2892,25.5,6213,15.8,74048
165,53.8,356,33.3,74050
551,17.1,1019,12.2,74052
416,15.5,800,10.2,74054
76,50,148,16.3,74071
732,21.2,1399,15.5,74723
172,30.8,399,18.9,74724
1384,16.9,3161,8.3,74733
1047,30.3,2289,15.8,74740
4161,38.2,8397,25,74743
56,0,111,20.5,74755
9869,25.6,22194,17,74801
13864,15.7,31480,10.3,74820
353,16.5,818,9,74856
3676,11.8,8911,8.3,74857
3184,34,5731,22.8,74884
900,41.4,1872,24.9,74901
1177,24.4,2759,15.9,74941
5200,25.5,11862,16.7,74948
5078,27.9,12052,16.3,74953
1264,22.2,2963,13,74445
6894,30.9,15122,21.3,74955
3097,18.2,7150,13.2,74959
5467,36,13497,24.1,74960
2566,26.1,4543,14.4,74451
735,13.5,1635,9.8,74471
2043,29.7,4105,19.9,74538
124,0,214,5,74540
316,28.6,633,27.9,74572
2853,23.1,6138,15.7,74578
142,13.6,285,8.8,74636
135,45.5,272,29.3,74722
484,29.7,1122,23.4,74736
164,31.1,335,25,74760
46,37.5,72,42.1,74761
376,12,834,10.8,74833
3273,16.9,7712,11.1,74834
182,15.3,406,10.7,74844
1500,22.7,3061,13.2,74849
177,0,327,7,74850
769,15.4,1784,15.1,74860
5609,17.3,13443,12.7,74868
344,6.3,684,3.3,74869
731,13.2,1397,10.3,74878
62,28.6,162,19.6,74943
2105,24.4,5194,14.5,74954
794,22.9,1739,13.4,74956
21110,12.1,46067,7.1,74133
10908,25.3,20849,12.6,74135
877,15.2,1679,6.3,74332
487,27.7,1129,15.6,74333
2313,24.6,5353,14.8,74338
8035,24.5,17926,14.9,74354
275,50,407,22.7,74367
446,30.8,981,15.2,74423
824,14.7,1448,12,74425
550,6.2,1268,4.6,74875
1719,32.3,4102,17,74902
451,5.7,1164,13.2,74939
674,36.7,1307,22.5,74951
643,16.8,1198,12.1,74957
278,37.8,464,12.5,74430
3699,16.5,8583,10.9,74434
4830,24,9822,16.2,74437
508,20.4,901,9.9,74442
164,11.6,359,8.2,74556
348,22.1,608,13.2,74560
1035,22.9,1943,15.7,74561
8942,29.2,19051,18.5,74601
3766,18.8,7482,11.8,74631
420,14.3,599,7.3,74632
238,19.1,528,13.6,74644
116,0,228,0,74646
1725,18.9,3586,11.6,74647
336,16,847,8.3,74651
1742,21.5,3740,15.2,74653
346,20.8,752,15.3,74630
313,9.4,440,8.7,74643
1731,13.7,3814,12,74764
46,50,78,8.7,76469
540,24.6,1133,17.2,74826
278,33.9,1474,28.1,74829
789,17.9,1275,5.2,76453
1834,29.4,3479,15.1,76470
110,33.3,255,33.3,76481
0,-666666666,0,-666666666,76523
660,11.3,1082,9.6,76525
7102,14.9,16825,9.4,76528
8223,41.5,15056,28.6,76301
1177,17.7,2056,5.7,76443
3721,22.3,7686,11.4,76446
977,14.4,1553,14.5,76454
141,13.6,241,10.7,76459
301,13.3,382,9.1,76463
268,-666666666,244,0,76466
744,22.4,892,13.7,76475
674,0,1105,0,76486
14626,15,37916,9.6,76513
651,10.6,1880,13.1,76518
249,0,401,0,76519
1330,23.4,2723,22.6,76570
3036,12.2,7737,5.8,76571
1391,35,3157,22,76640
3065,27.4,6750,14,76642
1177,29.9,1722,14.3,76671
12009,22,25319,14.1,76801
1684,10.3,3359,4.7,76689
2860,8.8,6568,5.2,76691
5846,43.9,15418,33.4,76707
244,13.3,391,4.7,76827
104,-666666666,36,0,76831
3304,22.3,5328,12.9,76834
907,5.3,3279,9.9,76837
210,8.6,254,3.7,76845
2187,25.4,3650,11.6,76856
198,18.2,256,19.4,76858
7655,16.6,21041,12,76009
6469,22.7,16855,13.5,76031
9275,7.7,25597,6.4,76036
5559,25,13083,15.6,76302
8994,17.8,19092,10.5,76308
171,17.4,257,5.3,76370
2717,5,3639,8.2,76380
4367,29.6,8811,20.2,76424
4022,23.7,7813,11.9,76442
1885,18.8,3585,13.2,76444
194,0,165,38.9,76445
2924,9.4,2506,9.6,76449
6597,5.9,13020,4.8,76450
1411,3.5,3372,2.9,76462
398,50,532,17.6,76464
1142,10.3,2623,11.2,76476
852,15.1,2753,8.7,76511
3867,37.4,7921,16.2,76520
15357,15.6,36204,10.3,76522
2657,25.1,4740,13.1,76531
1141,24.7,2857,15.3,76534
13769,26.2,30378,16.6,76543
5413,5.4,14347,4.4,76643
11835,16.6,30329,10.2,76548
466,0,870,1.4,76621
36,0,34,0,76628
1234,23.5,2789,13.2,76648
3769,7.1,9897,4.4,76657
11145,23.2,26919,15.6,76012
14011,17.8,33760,11.3,76013
17989,11.9,47355,6.7,76017
11400,9.6,28207,6.2,76020
5801,19.9,16201,10.2,77378
14037,5.6,26753,3.6,77356
8452,24.2,25359,16,77357
253,-666666666,475,24,77359
14178,2.4,39861,3,77382
18951,14,57775,10.4,77396
594,43.3,1452,22.5,77419
0,-666666666,0,-666666666,77428
62,0,103,0,77432
1817,11.2,4258,8.8,77435
3927,2.5,11308,2.9,77441
5171,10.7,15219,7.6,77447
14383,11.5,28955,8.7,77025
9143,27.6,31365,22.1,77038
8363,39.4,28385,30.9,77039
18831,19.3,48290,13.6,77040
22738,26.6,41503,16,77057
16369,41.2,44828,33.1,77060
11282,30.4,34575,21.3,77067
4347,14.3,10991,7.9,77068
29995,13.2,58131,9.4,77077
7136,15.5,20163,9.7,77303
1602,11,2912,8.3,77335
162,-666666666,166,0,77368
14919,4.7,36507,3.1,77381
8913,3.5,25572,4.6,77385
6146,15.8,13542,12.3,77422
